customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4941-['E' 'F' 'I' 'O' 'J'],Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,51.26,1281.5,No
4942-['Q' 'Z' 'S' 'L' 'I'],Male,0,Yes,No,6,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),119.57,717.42,No
4943-['O' 'N' 'A' 'Q' 'A'],Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),110.5,1768.0,No
4944-['W' 'U' 'V' 'M' 'H'],Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),68.14,953.96,No
4945-['M' 'P' 'B' 'M' 'R'],Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,72.54,1305.72,No
4946-['C' 'M' 'S' 'M' 'S'],Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,91.86,367.44,No
4947-['D' 'S' 'R' 'Y' 'F'],Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,48.05,864.9,No
4948-['S' 'Y' 'D' 'D' 'X'],Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.88,688.8,Yes
4949-['G' 'G' 'Z' 'W' 'Z'],Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.08,424.64,No
4950-['P' 'P' 'E' 'O' 'W'],Male,0,No,No,21,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),61.36,1288.56,No
4951-['D' 'X' 'Y' 'M' 'S'],Male,1,Yes,Yes,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.81,299.43,No
4952-['G' 'L' 'Z' 'I' 'Q'],Female,0,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,69.69,3832.95,No
4953-['B' 'P' 'G' 'R' 'G'],Female,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,103.14,6704.1,No
4954-['A' 'C' 'U' 'K' 'V'],Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.65,941.25,No
4955-['O' 'Y' 'Y' 'C' 'X'],Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,85.67,685.36,No
4956-['M' 'D' 'W' 'V' 'H'],Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,105.91,2435.93,Yes
4957-['V' 'D' 'R' 'G' 'K'],Female,0,Yes,Yes,22,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,37.05,815.1,No
4958-['D' 'M' 'I' 'I' 'W'],Female,1,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),66.92,736.12,No
4959-['U' 'S' 'C' 'Y' 'Y'],Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,110.36,882.88,No
4960-['L' 'K' 'T' 'K' 'Q'],Female,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.06,460.24,No
4961-['Z' 'U' 'N' 'P' 'X'],Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,95.97,479.85,No
4962-['J' 'D' 'J' 'Z' 'T'],Male,0,No,Yes,25,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),85.14,2128.5,No
4963-['L' 'I' 'O' 'I' 'G'],Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.71,1856.92,No
4964-['Z' 'X' 'L' 'T' 'X'],Female,1,No,No,11,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,117.58,1293.38,Yes
4965-['N' 'V' 'P' 'S' 'W'],Female,1,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,19.6,58.8,No
4966-['C' 'K' 'W' 'U' 'T'],Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,73.05,0.0,Yes
4967-['S' 'H' 'T' 'H' 'Z'],Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,37.02,444.24,Yes
4968-['C' 'J' 'M' 'I' 'F'],Male,1,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),114.48,686.88,No
4969-['O' 'P' 'E' 'U' 'M'],Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,85.45,769.05,No
4970-['S' 'B' 'F' 'A' 'O'],Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),107.59,645.54,No
4971-['O' 'N' 'G' 'E' 'T'],Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,62.15,1615.9,No
4972-['Y' 'Z' 'P' 'Q' 'K'],Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),93.27,2238.48,No
4973-['O' 'T' 'P' 'C' 'F'],Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,89.84,5210.72,No
4974-['U' 'W' 'M' 'A' 'U'],Male,0,No,Yes,28,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),105.91,2965.48,No
4975-['N' 'B' 'B' 'O' 'R'],Male,0,No,No,4,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,22.47,89.88,No
4976-['I' 'Z' 'C' 'D' 'O'],Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.84,2403.72,Yes
4977-['E' 'T' 'T' 'E' 'J'],Female,0,Yes,No,4,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,94.96,379.84,Yes
4978-['P' 'Y' 'L' 'Y' 'N'],Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.31,2247.89,Yes
4979-['V' 'K' 'S' 'F' 'J'],Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.11,90.11,Yes
4980-['T' 'C' 'V' 'O' 'K'],Female,0,No,Yes,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.99,78.99,No
4981-['V' 'B' 'Y' 'X' 'F'],Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,70.5,987.0,No
4982-['Q' 'R' 'D' 'W' 'I'],Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.35,100.7,No
4983-['J' 'U' 'Z' 'B' 'K'],Female,0,No,No,8,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,31.88,255.04,No
4984-['K' 'K' 'A' 'Z' 'N'],Female,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,112.09,1008.81,No
4985-['A' 'U' 'W' 'Y' 'I'],Male,0,Yes,No,35,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,36.84,1289.4,No
4986-['X' 'A' 'U' 'V' 'V'],Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,91.3,821.7,No
4987-['D' 'A' 'S' 'J' 'O'],Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),98.51,1576.16,Yes
4988-['T' 'D' 'T' 'N' 'E'],Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,105.56,3694.6,Yes
4989-['O' 'O' 'Y' 'P' 'P'],Male,0,No,No,5,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,50.56,252.8,Yes
4990-['D' 'Y' 'I' 'A' 'E'],Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),108.34,4225.26,No
4991-['I' 'T' 'E' 'D' 'P'],Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.67,2926.14,No
4992-['B' 'Z' 'P' 'R' 'B'],Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,35.99,2591.28,No
4993-['P' 'A' 'P' 'C' 'O'],Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,28.51,399.14,No
4994-['K' 'J' 'Q' 'D' 'Q'],Female,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.38,301.18,No
4995-['D' 'S' 'Y' 'A' 'N'],Male,0,No,Yes,29,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,84.42,2448.18,No
4996-['X' 'K' 'Y' 'G' 'Q'],Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,91.71,91.71,No
4997-['D' 'J' 'Q' 'D' 'S'],Female,0,Yes,No,0,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,64.95,0.0,No
4998-['R' 'Q' 'F' 'G' 'F'],Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),36.28,326.52,No
4999-['Y' 'L' 'I' 'R' 'B'],Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,114.8,3558.8,No
5000-['Y' 'Q' 'U' 'A' 'W'],Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.51,121.02,No
5001-['I' 'F' 'B' 'F' 'I'],Female,0,No,No,24,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),25.85,620.4,No
5002-['C' 'P' 'Y' 'X' 'O'],Male,1,Yes,No,7,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),42.74,299.18,Yes
5003-['L' 'W' 'H' 'Z' 'F'],Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,79.55,1988.75,No
5004-['C' 'W' 'D' 'J' 'N'],Male,1,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,66.46,930.44,No
5005-['U' 'X' 'O' 'G' 'G'],Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,69.38,138.76,No
5006-['H' 'J' 'S' 'S' 'B'],Female,1,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,45.78,274.68,No
5007-['O' 'A' 'J' 'F' 'V'],Male,1,Yes,Yes,5,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,18.18,90.9,No
5008-['M' 'J' 'L' 'X' 'F'],Female,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.42,129.68,No
5009-['F' 'A' 'L' 'W' 'W'],Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),113.79,1706.85,No
5010-['J' 'Y' 'N' 'O' 'W'],Female,1,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),77.99,5615.28,No
5011-['X' 'D' 'Y' 'A' 'H'],Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34.83,870.75,No
5012-['C' 'N' 'Q' 'B' 'O'],Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,37.1,1595.3,No
5013-['F' 'E' 'N' 'S' 'I'],Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),111.47,8025.84,No
5014-['H' 'C' 'R' 'H' 'P'],Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,39.92,718.56,No
5015-['O' 'U' 'O' 'P' 'Y'],Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.8,160.8,No
5016-['A' 'J' 'S' 'E' 'R'],Female,0,No,No,63,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,113.91,7176.33,No
5017-['C' 'D' 'D' 'K' 'I'],Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.82,1198.96,No
5018-['A' 'Y' 'P' 'I' 'K'],Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,106.72,7683.84,No
5019-['F' 'Q' 'L' 'V' 'H'],Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.68,2442.0,Yes
5020-['P' 'E' 'U' 'A' 'Q'],Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),51.6,1806.0,No
5021-['X' 'U' 'H' 'J' 'R'],Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,117.67,6236.51,No
5022-['O' 'T' 'M' 'J' 'I'],Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,113.3,3852.2,No
5023-['M' 'C' 'V' 'W' 'C'],Male,0,Yes,Yes,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49.15,933.85,No
5024-['A' 'B' 'K' 'N' 'J'],Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.68,610.2,Yes
5025-['G' 'W' 'A' 'Z' 'G'],Male,0,Yes,No,41,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.22,952.02,No
5026-['O' 'Z' 'K' 'F' 'V'],Female,0,No,No,35,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,111.9,3916.5,No
5027-['G' 'G' 'A' 'J' 'U'],Male,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,107.9,1079.0,No
5028-['O' 'H' 'X' 'S' 'C'],Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),87.81,1404.96,No
5029-['W' 'O' 'D' 'F' 'Y'],Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,111.39,2673.36,No
5030-['J' 'R' 'P' 'R' 'F'],Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.41,0.0,No
5031-['S' 'Q' 'R' 'M' 'G'],Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),28.72,172.32,No
5032-['T' 'L' 'B' 'L' 'L'],Male,1,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),97.62,585.72,No
5033-['X' 'D' 'D' 'R' 'P'],Male,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),117.61,5998.11,No
5034-['N' 'Q' 'Q' 'C' 'F'],Male,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,395.55,No
5035-['W' 'M' 'I' 'U' 'I'],Female,1,No,No,18,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,40.61,730.98,No
5036-['H' 'Q' 'P' 'P' 'S'],Male,1,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,113.84,4781.28,No
5037-['X' 'P' 'Y' 'N' 'T'],Female,1,No,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.4,639.8,No
5038-['N' 'N' 'N' 'L' 'F'],Male,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),46.86,140.58,No
5039-['T' 'M' 'P' 'I' 'B'],Male,0,Yes,No,71,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),75.19,5338.49,No
5040-['V' 'C' 'J' 'T' 'B'],Female,1,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,66.72,1934.88,Yes
5041-['X' 'J' 'H' 'Q' 'Z'],Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.87,371.48,No
5042-['V' 'A' 'F' 'G' 'O'],Female,0,No,No,41,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,61.26,2511.66,No
5043-['R' 'I' 'H' 'Y' 'J'],Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.47,2200.39,No
5044-['D' 'T' 'H' 'A' 'H'],Female,0,No,No,43,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,104.79,4505.97,Yes
5045-['W' 'L' 'W' 'Y' 'O'],Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),90.13,630.91,No
5046-['M' 'P' 'Z' 'W' 'R'],Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,91.38,1279.32,No
5047-['A' 'Q' 'P' 'W' 'E'],Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.73,1280.44,No
5048-['T' 'U' 'J' 'Z' 'F'],Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,64.47,709.17,Yes
5049-['L' 'J' 'V' 'Q' 'B'],Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),78.64,78.64,No
5050-['S' 'T' 'F' 'M' 'I'],Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,44.44,133.32,No
5051-['L' 'R' 'H' 'Y' 'R'],Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),119.29,2505.09,No
5052-['Y' 'W' 'Y' 'V' 'B'],Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.75,701.25,Yes
5053-['H' 'J' 'I' 'X' 'R'],Male,0,Yes,No,0,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,55.65,0.0,No
5054-['H' 'S' 'C' 'I' 'M'],Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,104.84,3564.56,No
5055-['I' 'Y' 'T' 'L' 'W'],Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.26,519.12,No
5056-['M' 'H' 'O' 'M' 'U'],Male,0,No,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.84,898.56,No
5057-['M' 'Q' 'O' 'Y' 'V'],Female,0,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),114.18,3425.4,No
5058-['S' 'C' 'N' 'J' 'Q'],Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,91.48,1280.72,Yes
5059-['H' 'R' 'L' 'Q' 'W'],Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),68.77,1925.56,No
5060-['K' 'I' 'V' 'X' 'X'],Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),30.65,0.0,Yes
5061-['Y' 'W' 'Y' 'O' 'I'],Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,89.46,0.0,Yes
5062-['L' 'K' 'Q' 'F' 'H'],Male,0,Yes,Yes,19,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,103.16,1960.04,No
5063-['J' 'Y' 'O' 'D' 'R'],Male,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,60.3,4341.6,Yes
5064-['K' 'I' 'I' 'H' 'C'],Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),96.06,672.42,No
5065-['U' 'R' 'N' 'C' 'Q'],Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.09,1973.43,No
5066-['D' 'U' 'R' 'O' 'S'],Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,97.16,388.64,No
5067-['V' 'F' 'O' 'G' 'L'],Female,0,No,No,8,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,45.36,362.88,Yes
5068-['P' 'I' 'T' 'E' 'K'],Male,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.55,18.55,No
5069-['B' 'V' 'P' 'D' 'E'],Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.6,6099.6,No
5070-['G' 'F' 'X' 'V' 'J'],Male,1,No,No,8,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,35.1,280.8,No
5071-['N' 'H' 'N' 'N' 'T'],Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107.65,645.9,No
5072-['W' 'C' 'A' 'I' 'I'],Male,1,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),27.05,838.55,Yes
5073-['V' 'B' 'P' 'H' 'Z'],Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.54,422.7,No
5074-['F' 'W' 'M' 'A' 'S'],Male,1,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.73,142.38,No
5075-['O' 'A' 'J' 'A' 'L'],Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.4,172.8,No
5076-['K' 'Q' 'D' 'W' 'G'],Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.84,2076.48,No
5077-['L' 'M' 'E' 'F' 'B'],Male,1,No,No,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.67,478.02,Yes
5078-['U' 'G' 'N' 'Y' 'V'],Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.89,3952.08,No
5079-['N' 'J' 'D' 'C' 'Y'],Female,0,No,Yes,4,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,71.59,286.36,No
5080-['W' 'N' 'F' 'W' 'O'],Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.1,0.0,No
5081-['H' 'E' 'C' 'C' 'M'],Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,54.05,2918.7,No
5082-['B' 'X' 'A' 'L' 'H'],Male,0,No,No,20,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,97.58,1951.6,No
5083-['S' 'I' 'N' 'R' 'J'],Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),97.09,970.9,No
5084-['I' 'F' 'A' 'E' 'J'],Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,85.42,1452.14,No
5085-['Y' 'M' 'V' 'W' 'D'],Male,0,Yes,Yes,7,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),114.93,804.51,No
